4,133120,16384,16384,4.0647579370002
4,133120,15360,30720,7.575118618998001
4,133120,14436,28872,7.128292780998001
4,133120,13312,26624,6.582511503
4,133120,12288,24576,6.081168790002
4,133120,11264,22528,5.574244266
4,133120,10240,20480,5.0787802579998
4,133120,9216,18432,4.5801838420002
4,133120,8192,16384,4.0761619909997995
4,133120,7168,21504,5.341915809
4,133120,6144,18432,4.595368765000201
4,133120,5120,20480,5.111537859
4,133120,4096,16384,4.111764297
4,133120,3072,18432,4.6504373770002
4,133120,2048,16384,4.1903648959998
4,133120,1024,16384,4.3548085690002
4,133120,512,16384,4.8231727150002
4,133120,256,16384,5.339643432
4,133120,128,16384,6.669673237002
4,133120,120,16440,6.826679382
4,133120,112,16464,6.931267962
4,133120,104,16432,7.135272104999999
4,133120,96,16416,7.540642807997999
4,133120,88,16456,7.704043405002
4,133120,80,16400,8.091146719002
4,133120,72,16416,8.488830534
4,133120,64,16384,9.159749896002
4,133120,60,16440,9.904959433002
4,133120,56,16408,9.782420883
4,133120,52,16432,10.220757352002
4,133120,48,16416,11.368533880998001
4,133120,44,16412,11.346901918998
4,133120,40,16400,12.997324432002
4,133120,36,16416,13.320281478
4,133120,32,16384,14.096298291
4,133120,30,16410,14.708488818
4,133120,28,16408,15.420368113002
4,133120,26,16406,16.897114057002
4,133120,24,16392,17.479596139002
4,133120,22,16390,18.568053529002
4,133120,20,16400,20.096367055002002
4,133120,18,16398,22.499520730001997
4,133120,16,16384,24.240478993998
4,133120,15,16395,25.636054840998
4,133120,14,16394,27.390840605999998
4,133120,13,16393,30.528297711
4,133120,12,16392,31.043901205997997
4,133120,11,16390,33.261531192
4,133120,10,16390,37.709187836999995
4,133120,9,16389,39.766253416002
4,133120,8,16384,45.623867455002
4,133120,7,16387,52.955420440001994
4,133120,6,16386,63.61525497798
4,133120,5,16385,73.65300584501999
4,133120,4,16384,89.59193129399999
4,133120,3,16386,115.15467546798
4,133120,2,16384,182.10981955602
4,133120,1,16384,338.32158935598
4,133120,16384,16384,4.0668156
4,133120,15360,30720,7.575231762
4,133120,14436,28872,7.135054374
4,133120,13312,26624,6.580468299
4,133120,12288,24576,6.079715950002001
4,133120,11264,22528,5.5777413829998
4,133120,10240,20480,5.080453386
4,133120,9216,18432,4.575511908
4,133120,8192,16384,4.074133792000199
4,133120,7168,21504,5.3436529030002
4,133120,6144,18432,4.5952542739998
4,133120,5120,20480,5.106934584
4,133120,4096,16384,4.1112850630002
4,133120,3072,18432,4.6527148369998
4,133120,2048,16384,4.193571102
4,133120,1024,16384,4.3554671809998
4,133120,512,16384,4.8542593840002
4,133120,256,16384,5.3185693939998
4,133120,128,16384,6.583076233002
4,133120,120,16440,6.727908082998001
4,133120,112,16464,6.926950843002
4,133120,104,16432,7.127423166000001
4,133120,96,16416,7.396835800002
4,133120,88,16456,7.774351228002001
4,133120,80,16400,8.463425592
4,133120,72,16416,8.498041971000001
4,133120,64,16384,9.643421734001999
4,133120,60,16440,9.399527133000001
4,133120,56,16408,9.877185627000001
4,133120,52,16432,10.202855047998
4,133120,48,16416,10.957881790002
4,133120,44,16412,11.46706851
4,133120,40,16400,12.614889184002
4,133120,36,16416,13.214305731
4,133120,32,16384,13.999788547998001
4,133120,30,16410,15.012440125002
4,133120,28,16408,15.460325218998001
4,133120,26,16406,16.396454911002
4,133120,24,16392,17.666531098998
4,133120,22,16390,18.589028714999998
4,133120,20,16400,20.178596539001997
4,133120,18,16398,21.872742225
4,133120,16,16384,24.284285242998003
4,133120,15,16395,25.48003452
4,133120,14,16394,26.865775164000002
4,133120,13,16393,28.699018852997998
4,133120,12,16392,30.888539848001997
4,133120,11,16390,33.299677678998
4,133120,10,16390,36.776291605998004
4,133120,9,16389,40.059297537000006
4,133120,8,16384,47.208399709002
4,133120,7,16387,51.154844227002
4,133120,6,16386,60.56606306598
4,133120,5,16385,71.205021777
4,133120,4,16384,86.333047623
4,133120,3,16386,113.54026693902
4,133120,2,16384,168.94695013998
4,133120,1,16384,333.391374936
4,133120,16384,16384,4.0636144489998
4,133120,15360,30720,7.567192178999999
4,133120,14436,28872,7.130613865998001
4,133120,13312,26624,6.5788935959999995
4,133120,12288,24576,6.0827512600019995
4,133120,11264,22528,5.5765678060002
4,133120,10240,20480,5.0809736230002
4,133120,9216,18432,4.5916040260002005
4,133120,8192,16384,4.080429006
4,133120,7168,21504,5.3403966679998
4,133120,6144,18432,4.5916279189998
4,133120,5120,20480,5.1165870220002
4,133120,4096,16384,4.1251792909998
4,133120,3072,18432,4.651192215
4,133120,2048,16384,4.1928184180002
4,133120,1024,16384,4.3571477449998
4,133120,512,16384,4.8223078840002
4,133120,256,16384,5.3491961689998
4,133120,128,16384,6.636097999998
4,133120,120,16440,6.727291720002
4,133120,112,16464,6.968772055002
4,133120,104,16432,7.145593186001999
4,133120,96,16416,7.374465016998
4,133120,88,16456,7.824889747002
4,133120,80,16400,8.037305428002
4,133120,72,16416,8.541789781001999
4,133120,64,16384,9.078777085998
4,133120,60,16440,9.714573007002
4,133120,56,16408,9.8330187
4,133120,52,16432,10.33555317
4,133120,48,16416,10.815627700998
4,133120,44,16412,11.318555350001999
4,133120,40,16400,12.449521689000001
4,133120,36,16416,13.351186444002
4,133120,32,16384,14.202375957
4,133120,30,16410,14.878422033
4,133120,28,16408,15.455749840002
4,133120,26,16406,16.393388269002
4,133120,24,16392,17.375666173002
4,133120,22,16390,19.419641890002
4,133120,20,16400,20.040300997002
4,133120,18,16398,21.898167297
4,133120,16,16384,25.815695526
4,133120,15,16395,25.571277331002
4,133120,14,16394,27.237294300000002
4,133120,13,16393,28.714412334
4,133120,12,16392,30.636540559001997
4,133120,11,16390,33.469392367998005
4,133120,10,16390,36.093110081999995
4,133120,9,16389,39.574615273998
4,133120,8,16384,46.068594295998004
4,133120,7,16387,51.32137701
4,133120,6,16386,58.907476567997996
4,133120,5,16385,71.05404674802
4,133120,4,16384,87.76745167602
4,133120,3,16386,123.28812828498
4,133120,2,16384,174.81903506202002
4,133120,1,16384,358.330112784
